"GEO_ID","NAME","H003001","H003002","H003003"
"1000000US500059573002031","Block 2031, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573002032","Block 2032, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573002033","Block 2033, Block Group 2, Census Tract 9573, Caledonia County, Vermont","24","22","2"
"1000000US500059573002034","Block 2034, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573002035","Block 2035, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573002036","Block 2036, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573002037","Block 2037, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573002038","Block 2038, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573002039","Block 2039, Block Group 2, Census Tract 9573, Caledonia County, Vermont","1","1","0"
"1000000US500059573002040","Block 2040, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573002041","Block 2041, Block Group 2, Census Tract 9573, Caledonia County, Vermont","2","2","0"
"1000000US500059573002042","Block 2042, Block Group 2, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003000","Block 3000, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003001","Block 3001, Block Group 3, Census Tract 9573, Caledonia County, Vermont","12","12","0"
"1000000US500059573003002","Block 3002, Block Group 3, Census Tract 9573, Caledonia County, Vermont","2","2","0"
"1000000US500059573003003","Block 3003, Block Group 3, Census Tract 9573, Caledonia County, Vermont","1","1","0"
"1000000US500059573003004","Block 3004, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003005","Block 3005, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003006","Block 3006, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003007","Block 3007, Block Group 3, Census Tract 9573, Caledonia County, Vermont","1","1","0"
"1000000US500059573003008","Block 3008, Block Group 3, Census Tract 9573, Caledonia County, Vermont","4","4","0"
"1000000US500059573003009","Block 3009, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003010","Block 3010, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003011","Block 3011, Block Group 3, Census Tract 9573, Caledonia County, Vermont","1","1","0"
"1000000US500059573003012","Block 3012, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003013","Block 3013, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003014","Block 3014, Block Group 3, Census Tract 9573, Caledonia County, Vermont","17","16","1"
"1000000US500059573003015","Block 3015, Block Group 3, Census Tract 9573, Caledonia County, Vermont","4","4","0"
"1000000US500059573003016","Block 3016, Block Group 3, Census Tract 9573, Caledonia County, Vermont","5","5","0"
"1000000US500059573003017","Block 3017, Block Group 3, Census Tract 9573, Caledonia County, Vermont","3","3","0"
"1000000US500059573003018","Block 3018, Block Group 3, Census Tract 9573, Caledonia County, Vermont","4","3","1"
"1000000US500059573003019","Block 3019, Block Group 3, Census Tract 9573, Caledonia County, Vermont","15","14","1"
"1000000US500059573003020","Block 3020, Block Group 3, Census Tract 9573, Caledonia County, Vermont","2","2","0"
"1000000US500059573003021","Block 3021, Block Group 3, Census Tract 9573, Caledonia County, Vermont","40","37","3"
"1000000US500059573003022","Block 3022, Block Group 3, Census Tract 9573, Caledonia County, Vermont","4","4","0"
"1000000US500059573003023","Block 3023, Block Group 3, Census Tract 9573, Caledonia County, Vermont","9","8","1"
"1000000US500059573003024","Block 3024, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003025","Block 3025, Block Group 3, Census Tract 9573, Caledonia County, Vermont","2","1","1"
"1000000US500059573003026","Block 3026, Block Group 3, Census Tract 9573, Caledonia County, Vermont","3","3","0"
"1000000US500059573003027","Block 3027, Block Group 3, Census Tract 9573, Caledonia County, Vermont","3","2","1"
"1000000US500059573003028","Block 3028, Block Group 3, Census Tract 9573, Caledonia County, Vermont","35","32","3"
"1000000US500059573003029","Block 3029, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003030","Block 3030, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003031","Block 3031, Block Group 3, Census Tract 9573, Caledonia County, Vermont","5","4","1"
"1000000US500059573003032","Block 3032, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003033","Block 3033, Block Group 3, Census Tract 9573, Caledonia County, Vermont","19","18","1"
"1000000US500059573003034","Block 3034, Block Group 3, Census Tract 9573, Caledonia County, Vermont","15","14","1"
"1000000US500059573003035","Block 3035, Block Group 3, Census Tract 9573, Caledonia County, Vermont","1","1","0"
"1000000US500059573003036","Block 3036, Block Group 3, Census Tract 9573, Caledonia County, Vermont","9","7","2"
"1000000US500059573003037","Block 3037, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003038","Block 3038, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003039","Block 3039, Block Group 3, Census Tract 9573, Caledonia County, Vermont","67","64","3"
"1000000US500059573003040","Block 3040, Block Group 3, Census Tract 9573, Caledonia County, Vermont","1","1","0"
"1000000US500059573003041","Block 3041, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003042","Block 3042, Block Group 3, Census Tract 9573, Caledonia County, Vermont","40","39","1"
"1000000US500059573003043","Block 3043, Block Group 3, Census Tract 9573, Caledonia County, Vermont","6","6","0"
"1000000US500059573003044","Block 3044, Block Group 3, Census Tract 9573, Caledonia County, Vermont","13","12","1"
"1000000US500059573003045","Block 3045, Block Group 3, Census Tract 9573, Caledonia County, Vermont","14","13","1"
"1000000US500059573003046","Block 3046, Block Group 3, Census Tract 9573, Caledonia County, Vermont","16","15","1"
"1000000US500059573003047","Block 3047, Block Group 3, Census Tract 9573, Caledonia County, Vermont","25","18","7"
"1000000US500059573003048","Block 3048, Block Group 3, Census Tract 9573, Caledonia County, Vermont","2","2","0"
"1000000US500059573003049","Block 3049, Block Group 3, Census Tract 9573, Caledonia County, Vermont","2","2","0"
"1000000US500059573003050","Block 3050, Block Group 3, Census Tract 9573, Caledonia County, Vermont","5","5","0"
"1000000US500059573003051","Block 3051, Block Group 3, Census Tract 9573, Caledonia County, Vermont","25","25","0"
"1000000US500059573003052","Block 3052, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003053","Block 3053, Block Group 3, Census Tract 9573, Caledonia County, Vermont","4","4","0"
"1000000US500059573003054","Block 3054, Block Group 3, Census Tract 9573, Caledonia County, Vermont","9","8","1"
"1000000US500059573003055","Block 3055, Block Group 3, Census Tract 9573, Caledonia County, Vermont","3","3","0"
"1000000US500059573003056","Block 3056, Block Group 3, Census Tract 9573, Caledonia County, Vermont","31","26","5"
"1000000US500059573003057","Block 3057, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003058","Block 3058, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003059","Block 3059, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003060","Block 3060, Block Group 3, Census Tract 9573, Caledonia County, Vermont","33","23","10"
"1000000US500059573003061","Block 3061, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003062","Block 3062, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059573003063","Block 3063, Block Group 3, Census Tract 9573, Caledonia County, Vermont","0","0","0"
"1000000US500059574001000","Block 1000, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001001","Block 1001, Block Group 1, Census Tract 9574, Caledonia County, Vermont","4","4","0"
"1000000US500059574001002","Block 1002, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001003","Block 1003, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001004","Block 1004, Block Group 1, Census Tract 9574, Caledonia County, Vermont","9","8","1"
"1000000US500059574001005","Block 1005, Block Group 1, Census Tract 9574, Caledonia County, Vermont","16","15","1"
"1000000US500059574001006","Block 1006, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001007","Block 1007, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001008","Block 1008, Block Group 1, Census Tract 9574, Caledonia County, Vermont","6","6","0"
"1000000US500059574001009","Block 1009, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001010","Block 1010, Block Group 1, Census Tract 9574, Caledonia County, Vermont","8","8","0"
"1000000US500059574001011","Block 1011, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001012","Block 1012, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001013","Block 1013, Block Group 1, Census Tract 9574, Caledonia County, Vermont","33","31","2"
"1000000US500059574001014","Block 1014, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001015","Block 1015, Block Group 1, Census Tract 9574, Caledonia County, Vermont","7","6","1"
"1000000US500059574001016","Block 1016, Block Group 1, Census Tract 9574, Caledonia County, Vermont","8","3","5"
"1000000US500059574001017","Block 1017, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001018","Block 1018, Block Group 1, Census Tract 9574, Caledonia County, Vermont","4","4","0"
"1000000US500059574001019","Block 1019, Block Group 1, Census Tract 9574, Caledonia County, Vermont","10","10","0"
"1000000US500059574001020","Block 1020, Block Group 1, Census Tract 9574, Caledonia County, Vermont","26","24","2"
"1000000US500059574001021","Block 1021, Block Group 1, Census Tract 9574, Caledonia County, Vermont","43","40","3"
"1000000US500059574001022","Block 1022, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001023","Block 1023, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001024","Block 1024, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001025","Block 1025, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001026","Block 1026, Block Group 1, Census Tract 9574, Caledonia County, Vermont","14","14","0"
"1000000US500059574001027","Block 1027, Block Group 1, Census Tract 9574, Caledonia County, Vermont","2","2","0"
"1000000US500059574001028","Block 1028, Block Group 1, Census Tract 9574, Caledonia County, Vermont","4","3","1"
"1000000US500059574001029","Block 1029, Block Group 1, Census Tract 9574, Caledonia County, Vermont","8","7","1"
"1000000US500059574001030","Block 1030, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001031","Block 1031, Block Group 1, Census Tract 9574, Caledonia County, Vermont","9","9","0"
"1000000US500059574001032","Block 1032, Block Group 1, Census Tract 9574, Caledonia County, Vermont","7","7","0"
"1000000US500059574001033","Block 1033, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001034","Block 1034, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001035","Block 1035, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001036","Block 1036, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001037","Block 1037, Block Group 1, Census Tract 9574, Caledonia County, Vermont","8","8","0"
"1000000US500059574001038","Block 1038, Block Group 1, Census Tract 9574, Caledonia County, Vermont","3","3","0"
"1000000US500059574001039","Block 1039, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001040","Block 1040, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001041","Block 1041, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001042","Block 1042, Block Group 1, Census Tract 9574, Caledonia County, Vermont","28","26","2"
"1000000US500059574001043","Block 1043, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001044","Block 1044, Block Group 1, Census Tract 9574, Caledonia County, Vermont","4","3","1"
"1000000US500059574001045","Block 1045, Block Group 1, Census Tract 9574, Caledonia County, Vermont","13","12","1"
"1000000US500059574001046","Block 1046, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001047","Block 1047, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001048","Block 1048, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001049","Block 1049, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001050","Block 1050, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001051","Block 1051, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001052","Block 1052, Block Group 1, Census Tract 9574, Caledonia County, Vermont","6","4","2"
"1000000US500059574001053","Block 1053, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001054","Block 1054, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001055","Block 1055, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001056","Block 1056, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001057","Block 1057, Block Group 1, Census Tract 9574, Caledonia County, Vermont","114","103","11"
"1000000US500059574001058","Block 1058, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001059","Block 1059, Block Group 1, Census Tract 9574, Caledonia County, Vermont","6","6","0"
"1000000US500059574001060","Block 1060, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001061","Block 1061, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001062","Block 1062, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001063","Block 1063, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001064","Block 1064, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001065","Block 1065, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001066","Block 1066, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001067","Block 1067, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001068","Block 1068, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001069","Block 1069, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001070","Block 1070, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001071","Block 1071, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001072","Block 1072, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001073","Block 1073, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001074","Block 1074, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001075","Block 1075, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001076","Block 1076, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001077","Block 1077, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001078","Block 1078, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001079","Block 1079, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001080","Block 1080, Block Group 1, Census Tract 9574, Caledonia County, Vermont","6","4","2"
"1000000US500059574001081","Block 1081, Block Group 1, Census Tract 9574, Caledonia County, Vermont","2","1","1"
"1000000US500059574001082","Block 1082, Block Group 1, Census Tract 9574, Caledonia County, Vermont","4","4","0"
"1000000US500059574001083","Block 1083, Block Group 1, Census Tract 9574, Caledonia County, Vermont","2","2","0"
"1000000US500059574001084","Block 1084, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001085","Block 1085, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001086","Block 1086, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001087","Block 1087, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001088","Block 1088, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001089","Block 1089, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001090","Block 1090, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001091","Block 1091, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001092","Block 1092, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001093","Block 1093, Block Group 1, Census Tract 9574, Caledonia County, Vermont","4","4","0"
"1000000US500059574001094","Block 1094, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001095","Block 1095, Block Group 1, Census Tract 9574, Caledonia County, Vermont","19","17","2"
"1000000US500059574001096","Block 1096, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001097","Block 1097, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001098","Block 1098, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001099","Block 1099, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001100","Block 1100, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001101","Block 1101, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001102","Block 1102, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001103","Block 1103, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001104","Block 1104, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001105","Block 1105, Block Group 1, Census Tract 9574, Caledonia County, Vermont","6","6","0"
"1000000US500059574001106","Block 1106, Block Group 1, Census Tract 9574, Caledonia County, Vermont","28","27","1"
"1000000US500059574001107","Block 1107, Block Group 1, Census Tract 9574, Caledonia County, Vermont","4","4","0"
"1000000US500059574001108","Block 1108, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001109","Block 1109, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001110","Block 1110, Block Group 1, Census Tract 9574, Caledonia County, Vermont","10","8","2"
"1000000US500059574001111","Block 1111, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001112","Block 1112, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001113","Block 1113, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001114","Block 1114, Block Group 1, Census Tract 9574, Caledonia County, Vermont","16","15","1"
"1000000US500059574001115","Block 1115, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001116","Block 1116, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001117","Block 1117, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001118","Block 1118, Block Group 1, Census Tract 9574, Caledonia County, Vermont","3","3","0"
"1000000US500059574001119","Block 1119, Block Group 1, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574001120","Block 1120, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001121","Block 1121, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001122","Block 1122, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001123","Block 1123, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001124","Block 1124, Block Group 1, Census Tract 9574, Caledonia County, Vermont","5","5","0"
"1000000US500059574001125","Block 1125, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001126","Block 1126, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001127","Block 1127, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001128","Block 1128, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001129","Block 1129, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001130","Block 1130, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001131","Block 1131, Block Group 1, Census Tract 9574, Caledonia County, Vermont","36","31","5"
"1000000US500059574001132","Block 1132, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001133","Block 1133, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001134","Block 1134, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001135","Block 1135, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001136","Block 1136, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001137","Block 1137, Block Group 1, Census Tract 9574, Caledonia County, Vermont","3","3","0"
"1000000US500059574001138","Block 1138, Block Group 1, Census Tract 9574, Caledonia County, Vermont","2","2","0"
"1000000US500059574001139","Block 1139, Block Group 1, Census Tract 9574, Caledonia County, Vermont","7","7","0"
"1000000US500059574001140","Block 1140, Block Group 1, Census Tract 9574, Caledonia County, Vermont","16","10","6"
"1000000US500059574001141","Block 1141, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001142","Block 1142, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001143","Block 1143, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001144","Block 1144, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001145","Block 1145, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001146","Block 1146, Block Group 1, Census Tract 9574, Caledonia County, Vermont","10","9","1"
"1000000US500059574001147","Block 1147, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001148","Block 1148, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001149","Block 1149, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001150","Block 1150, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001151","Block 1151, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574001152","Block 1152, Block Group 1, Census Tract 9574, Caledonia County, Vermont","3","3","0"
"1000000US500059574001153","Block 1153, Block Group 1, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002000","Block 2000, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002001","Block 2001, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002002","Block 2002, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002003","Block 2003, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002004","Block 2004, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002005","Block 2005, Block Group 2, Census Tract 9574, Caledonia County, Vermont","46","41","5"
"1000000US500059574002006","Block 2006, Block Group 2, Census Tract 9574, Caledonia County, Vermont","1","1","0"
"1000000US500059574002007","Block 2007, Block Group 2, Census Tract 9574, Caledonia County, Vermont","10","10","0"
"1000000US500059574002008","Block 2008, Block Group 2, Census Tract 9574, Caledonia County, Vermont","4","2","2"
"1000000US500059574002009","Block 2009, Block Group 2, Census Tract 9574, Caledonia County, Vermont","30","26","4"
"1000000US500059574002010","Block 2010, Block Group 2, Census Tract 9574, Caledonia County, Vermont","25","22","3"
"1000000US500059574002011","Block 2011, Block Group 2, Census Tract 9574, Caledonia County, Vermont","13","11","2"
"1000000US500059574002012","Block 2012, Block Group 2, Census Tract 9574, Caledonia County, Vermont","48","46","2"
"1000000US500059574002013","Block 2013, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002014","Block 2014, Block Group 2, Census Tract 9574, Caledonia County, Vermont","62","51","11"
"1000000US500059574002015","Block 2015, Block Group 2, Census Tract 9574, Caledonia County, Vermont","7","7","0"
"1000000US500059574002016","Block 2016, Block Group 2, Census Tract 9574, Caledonia County, Vermont","61","53","8"
"1000000US500059574002017","Block 2017, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002018","Block 2018, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002019","Block 2019, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002020","Block 2020, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002021","Block 2021, Block Group 2, Census Tract 9574, Caledonia County, Vermont","49","42","7"
"1000000US500059574002022","Block 2022, Block Group 2, Census Tract 9574, Caledonia County, Vermont","74","65","9"
"1000000US500059574002023","Block 2023, Block Group 2, Census Tract 9574, Caledonia County, Vermont","68","59","9"
"1000000US500059574002024","Block 2024, Block Group 2, Census Tract 9574, Caledonia County, Vermont","66","54","12"
"1000000US500059574002025","Block 2025, Block Group 2, Census Tract 9574, Caledonia County, Vermont","41","32","9"
"1000000US500059574002026","Block 2026, Block Group 2, Census Tract 9574, Caledonia County, Vermont","2","2","0"
"1000000US500059574002027","Block 2027, Block Group 2, Census Tract 9574, Caledonia County, Vermont","19","17","2"
"1000000US500059574002028","Block 2028, Block Group 2, Census Tract 9574, Caledonia County, Vermont","54","50","4"
"1000000US500059574002029","Block 2029, Block Group 2, Census Tract 9574, Caledonia County, Vermont","19","17","2"
"1000000US500059574002030","Block 2030, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002031","Block 2031, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002032","Block 2032, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002033","Block 2033, Block Group 2, Census Tract 9574, Caledonia County, Vermont","36","31","5"
"1000000US500059574002034","Block 2034, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574002035","Block 2035, Block Group 2, Census Tract 9574, Caledonia County, Vermont","7","6","1"
"1000000US500059574002036","Block 2036, Block Group 2, Census Tract 9574, Caledonia County, Vermont","0","0","0"
"1000000US500059574003000","Block 3000, Block Group 3, Census Tract 9574, Caledonia County, Vermont","44","38","6"
