GEO_ID,P002002
1000000US500019605001001,0
1000000US500019605001002,1
1000000US500019605001003,0
1000000US500019605001004,0
1000000US500019605001005,0
1000000US500019605001006,0
1000000US500019605001007,0
1000000US500019605001008,0
1000000US500019605001009,0
1000000US500019605001010,0
1000000US500019605001011,3
1000000US500019605001012,0
1000000US500019605001013,0
1000000US500019605001014,0
1000000US500019605001015,0
1000000US500019605001016,0
1000000US500019605001017,0
1000000US500019605001018,0
1000000US500019605001019,0
1000000US500019605001020,4
1000000US500019605001021,0
1000000US500019605001022,0
1000000US500019605001023,0
1000000US500019605001024,0
1000000US500019605001025,0
1000000US500019605001026,0
1000000US500019605001027,0
1000000US500019605001028,0
1000000US500019605001029,0
1000000US500019605001030,6
1000000US500019605001031,0
1000000US500019605001032,0
1000000US500019605001033,0
1000000US500019605001034,0
1000000US500019605001035,0
1000000US500019605001036,0
1000000US500019605001037,0
1000000US500019605001038,1
1000000US500019605001039,0
1000000US500019605001040,1
1000000US500019605001041,0
1000000US500019605001042,0
1000000US500019605001043,0
1000000US500019605001044,0
1000000US500019605001045,0
1000000US500019605001046,0
1000000US500019605001047,0
1000000US500019605001048,0
1000000US500019605001049,2
1000000US500019605001050,0
1000000US500019605001051,0
1000000US500019605001052,0
1000000US500019605001053,0
1000000US500019605001054,0
1000000US500019605001055,0
1000000US500019605001056,0
1000000US500019605001057,0
1000000US500019605001058,0
1000000US500019605001059,0
1000000US500019605001060,0
1000000US500019605001061,0
1000000US500019605001062,0
1000000US500019605001063,0
1000000US500019605001064,0
1000000US500019605001065,0
1000000US500019605002000,1
1000000US500019605002001,11
1000000US500019605002002,0
1000000US500019605002003,0
1000000US500019605002004,0
1000000US500019605002005,0
1000000US500019605002006,4
1000000US500019605002007,0
1000000US500019605002008,4
1000000US500019605002009,0
1000000US500019605002010,0
1000000US500019605002011,0
1000000US500019605002012,0
1000000US500019605002013,1
1000000US500019605002014,0
1000000US500019605002015,0
1000000US500019605002016,0
1000000US500019605002017,0
1000000US500019605003000,2
1000000US500019605003001,0
1000000US500019605003002,0
1000000US500019605003003,2
1000000US500019605003004,0
1000000US500019605003005,0
1000000US500019605003006,0
1000000US500019605003007,0
