GEO_ID,H003001,H003002,H003003
1000000US500039704004070,0,0,0
1000000US500039704004071,0,0,0
1000000US500039704004072,0,0,0
1000000US500039704004073,3,2,1
1000000US500039704004074,1,1,0
1000000US500039704004075,2,2,0
1000000US500039704004076,1,1,0
1000000US500039704004077,15,6,9
1000000US500039704004078,0,0,0
1000000US500039704004079,0,0,0
1000000US500039704004080,20,11,9
1000000US500039704004081,0,0,0
1000000US500039704004082,1,1,0
1000000US500039704004083,4,2,2
1000000US500039704004084,27,13,14
1000000US500039704004085,0,0,0
1000000US500039704004086,11,7,4
1000000US500039704004087,0,0,0
1000000US500039704004088,0,0,0
1000000US500039704004089,0,0,0
1000000US500039704004090,2,0,2
1000000US500039704004091,0,0,0
1000000US500039704004092,1,0,1
1000000US500039704004093,0,0,0
1000000US500039704004094,11,10,1
1000000US500039704004095,1,1,0
1000000US500039704004096,0,0,0
1000000US500039705001000,9,8,1
1000000US500039705001001,2,1,1
1000000US500039705001002,19,7,12
1000000US500039705001003,1,1,0
1000000US500039705001004,0,0,0
1000000US500039705001005,6,2,4
1000000US500039705001006,284,46,238
1000000US500039705001007,26,0,26
1000000US500039705001008,12,0,12
1000000US500039705001009,4,0,4
1000000US500039705001010,0,0,0
1000000US500039705001011,23,1,22
1000000US500039705001012,2,1,1
1000000US500039705001013,25,10,15
1000000US500039705001014,20,0,20
1000000US500039705001015,2,1,1
1000000US500039705001016,2,1,1
1000000US500039705001017,2,0,2
1000000US500039705001018,27,10,17
1000000US500039705001019,0,0,0
1000000US500039705001020,0,0,0
1000000US500039705001021,0,0,0
1000000US500039705001022,28,9,19
1000000US500039705001023,27,2,25
1000000US500039705001024,4,0,4
1000000US500039705001025,6,0,6
1000000US500039705001026,2,1,1
1000000US500039705001027,2,2,0
1000000US500039705001028,7,6,1
1000000US500039705001029,0,0,0
1000000US500039705001030,3,2,1
1000000US500039705001031,28,11,17
1000000US500039705001032,3,1,2
1000000US500039705001033,28,13,15
1000000US500039705001034,0,0,0
1000000US500039705001035,7,4,3
1000000US500039705001036,1,1,0
1000000US500039705001037,0,0,0
1000000US500039705001038,0,0,0
1000000US500039705001039,3,0,3
1000000US500039705001040,1,0,1
1000000US500039705001041,16,6,10
1000000US500039705001042,3,1,2
1000000US500039705001043,0,0,0
1000000US500039705001044,0,0,0
1000000US500039705001045,0,0,0
1000000US500039705001046,0,0,0
1000000US500039705001047,0,0,0
1000000US500039705001048,0,0,0
1000000US500039705001049,0,0,0
1000000US500039705001050,12,0,12
1000000US500039705001051,1,0,1
1000000US500039705001052,0,0,0
1000000US500039705001053,0,0,0
1000000US500039705001054,35,20,15
1000000US500039705001055,0,0,0
1000000US500039705001056,65,30,35
1000000US500039705001057,3,1,2
1000000US500039705001058,0,0,0
1000000US500039705001059,0,0,0
1000000US500039705001060,10,2,8
1000000US500039705001061,35,12,23
1000000US500039705001062,13,4,9
1000000US500039705001063,8,1,7
1000000US500039705001064,2,2,0
1000000US500039705001065,0,0,0
1000000US500039705001066,15,4,11
1000000US500039705001067,13,6,7
1000000US500039705001068,0,0,0
1000000US500039705001069,1,0,1
1000000US500039705001070,0,0,0
1000000US500039705001071,1,0,1
1000000US500039705001072,11,9,2
1000000US500039705001073,0,0,0
1000000US500039705001074,0,0,0
1000000US500039705001075,0,0,0
1000000US500039705001076,0,0,0
1000000US500039705001077,1,0,1
1000000US500039705002000,2,2,0
1000000US500039705002001,0,0,0
1000000US500039705002002,1,0,1
1000000US500039705002003,1,1,0
1000000US500039705002004,1,0,1
1000000US500039705002005,0,0,0
1000000US500039705002006,3,0,3
1000000US500039705002007,1,0,1
1000000US500039705002008,0,0,0
1000000US500039705002009,3,1,2
1000000US500039705002010,67,20,47
1000000US500039705002011,1,1,0
1000000US500039705002012,7,1,6
1000000US500039705002013,0,0,0
1000000US500039705002014,0,0,0
1000000US500039705002015,12,3,9
1000000US500039705002016,0,0,0
1000000US500039705002017,17,6,11
1000000US500039705002018,68,18,50
1000000US500039705002019,3,0,3
1000000US500039705002020,0,0,0
1000000US500039705002021,3,3,0
1000000US500039705002022,0,0,0
1000000US500039705002023,5,3,2
1000000US500039705002024,8,5,3
1000000US500039705002025,79,30,49
1000000US500039705002026,35,12,23
1000000US500039705002027,28,6,22
1000000US500039705002028,0,0,0
1000000US500039705002029,4,3,1
1000000US500039705002030,0,0,0
1000000US500039705002031,36,8,28
1000000US500039705002032,0,0,0
1000000US500039705002033,9,3,6
1000000US500039705002034,15,2,13
1000000US500039705002035,0,0,0
1000000US500039705002036,11,3,8
1000000US500039705002037,52,23,29
1000000US500039705002038,0,0,0
1000000US500039705002039,0,0,0
1000000US500039705002040,7,2,5
1000000US500039705002041,1,1,0
1000000US500039705002042,0,0,0
1000000US500039705002043,10,2,8
1000000US500039705002044,30,9,21
1000000US500039705002045,26,5,21
1000000US500039705002046,0,0,0
1000000US500039705002047,0,0,0
1000000US500039705002048,0,0,0
1000000US500039705002049,0,0,0
1000000US500039705002050,9,4,5
1000000US500039705002051,2,1,1
1000000US500039705002052,19,7,12
1000000US500039705002053,2,1,1
1000000US500039705002054,9,1,8
1000000US500039705002055,0,0,0
1000000US500039705002056,0,0,0
1000000US500039705002057,0,0,0
1000000US500039705002058,0,0,0
1000000US500039705002059,0,0,0
1000000US500039705002060,0,0,0
1000000US500039705002061,0,0,0
1000000US500039705002062,0,0,0
1000000US500039705002063,0,0,0
1000000US500039705003000,49,8,41
1000000US500039705003001,0,0,0
1000000US500039705003002,14,0,14
1000000US500039705003003,0,0,0
1000000US500039705003004,0,0,0
1000000US500039705003005,8,0,8
1000000US500039705003006,11,3,8
1000000US500039705003007,39,7,32
1000000US500039705003008,61,11,50
1000000US500039705003009,8,2,6
1000000US500039705003010,5,0,5
1000000US500039705003011,0,0,0
1000000US500039705003012,1,0,1
1000000US500039705003013,4,3,1
1000000US500039705003014,0,0,0
1000000US500039705003015,31,16,15
1000000US500039705003016,0,0,0
1000000US500039705003017,15,9,6
1000000US500039705003018,3,3,0
1000000US500039705003019,18,9,9
1000000US500039705003020,1,1,0
1000000US500039705003021,0,0,0
1000000US500039705003022,53,9,44
1000000US500039705003023,4,1,3
1000000US500039705003024,57,2,55
1000000US500039705003025,3,2,1
1000000US500039705003026,1,1,0
1000000US500039705003027,7,4,3
1000000US500039705003028,0,0,0
1000000US500039705003029,195,9,186
1000000US500039705003030,7,1,6
1000000US500039705003031,3,0,3
1000000US500039705003032,4,0,4
1000000US500039705003033,42,1,41
1000000US500039705003034,7,0,7
1000000US500039705003035,108,3,105
1000000US500039705003036,15,3,12
1000000US500039705003037,29,0,29
1000000US500039705003038,21,1,20
1000000US500039705003039,41,5,36
1000000US500039705003040,42,5,37
1000000US500039705003041,7,0,7
1000000US500039705003042,2,2,0
1000000US500039705003043,0,0,0
1000000US500039705003044,7,0,7
1000000US500039705003045,10,1,9
1000000US500039705003046,17,1,16
1000000US500039705003047,35,4,31
1000000US500039705003048,0,0,0
1000000US500039705003049,27,3,24
1000000US500039705003050,8,0,8
1000000US500039705003051,1,0,1
1000000US500039705003052,64,12,52
1000000US500039705003053,9,1,8
1000000US500039705003054,4,0,4
1000000US500039705003055,5,0,5
1000000US500039705003056,1,0,1
1000000US500039705003057,40,8,32
1000000US500039705003058,9,2,7
1000000US500039705003059,3,1,2
1000000US500039705003060,5,2,3
1000000US500039705003061,1,0,1
1000000US500039705003062,0,0,0
1000000US500039706001000,0,0,0
1000000US500039706001001,0,0,0
1000000US500039706001002,0,0,0
1000000US500039706001003,50,29,21
1000000US500039706001004,0,0,0
1000000US500039706001005,0,0,0
1000000US500039706001006,10,3,7
1000000US500039706001007,0,0,0
1000000US500039706001008,0,0,0
1000000US500039706001009,42,25,17
1000000US500039706001010,0,0,0
1000000US500039706001011,0,0,0
1000000US500039706001012,22,20,2
1000000US500039706001013,0,0,0
1000000US500039706001014,0,0,0
1000000US500039706001015,0,0,0
1000000US500039706001016,0,0,0
1000000US500039706001017,4,2,2
1000000US500039706001018,0,0,0
1000000US500039706001019,3,2,1
1000000US500039706001020,3,3,0
1000000US500039706001021,0,0,0
1000000US500039706001022,15,10,5
1000000US500039706001023,0,0,0
1000000US500039706001024,8,4,4
1000000US500039706001025,0,0,0
1000000US500039706001026,1,1,0
1000000US500039706001027,0,0,0
1000000US500039706001028,0,0,0
1000000US500039706001029,2,2,0
1000000US500039706001030,0,0,0
1000000US500039706001031,16,13,3
1000000US500039706001032,0,0,0
1000000US500039706001033,3,3,0
1000000US500039706001034,6,5,1
1000000US500039706001035,49,42,7
1000000US500039706001036,0,0,0
1000000US500039706001037,3,3,0
1000000US500039706001038,72,58,14
1000000US500039706001039,12,10,2
1000000US500039706001040,54,46,8
1000000US500039706001041,1,1,0
1000000US500039706001042,2,0,2
1000000US500039706001043,10,8,2
1000000US500039706001044,21,19,2
1000000US500039706001045,1,1,0
1000000US500039706001046,22,20,2
1000000US500039706001047,1,0,1
1000000US500039706001048,0,0,0
1000000US500039706001049,0,0,0
1000000US500039706001050,0,0,0
1000000US500039706001051,0,0,0
1000000US500039706001052,0,0,0
1000000US500039706001053,0,0,0
1000000US500039706001054,0,0,0
1000000US500039706001055,0,0,0
1000000US500039706001056,0,0,0
1000000US500039706001057,26,16,10
1000000US500039706001058,1,0,1
1000000US500039706001059,9,3,6
1000000US500039706001060,2,2,0
1000000US500039706001061,0,0,0
1000000US500039706001062,0,0,0
1000000US500039706001063,17,17,0
1000000US500039706001064,0,0,0
1000000US500039706001065,0,0,0
1000000US500039706001066,0,0,0
1000000US500039706001067,0,0,0
1000000US500039706001068,4,3,1
1000000US500039706001069,0,0,0
1000000US500039706001070,0,0,0
1000000US500039706001071,1,1,0
1000000US500039706001072,0,0,0
1000000US500039706001073,0,0,0
1000000US500039706001074,0,0,0
1000000US500039706001075,1,0,1
1000000US500039706001076,11,8,3
1000000US500039706001077,3,2,1
1000000US500039706001078,2,0,2
1000000US500039706001079,7,4,3
1000000US500039706001080,0,0,0
1000000US500039706001081,8,7,1
1000000US500039706001082,0,0,0
1000000US500039706001083,0,0,0
1000000US500039706001084,0,0,0
1000000US500039706002000,3,2,1
1000000US500039706002001,0,0,0
1000000US500039706002002,0,0,0
1000000US500039706002003,0,0,0
1000000US500039706002004,0,0,0
1000000US500039706002005,1,1,0
1000000US500039706002006,0,0,0
1000000US500039706002007,0,0,0
1000000US500039706002008,0,0,0
1000000US500039706002009,0,0,0
1000000US500039706002010,0,0,0
1000000US500039706002011,0,0,0
1000000US500039706002012,0,0,0
1000000US500039706002013,0,0,0
1000000US500039706002014,0,0,0
1000000US500039706002015,0,0,0
1000000US500039706002016,0,0,0
1000000US500039706002017,0,0,0
1000000US500039706002018,46,41,5
1000000US500039706002019,0,0,0
1000000US500039706002020,0,0,0
1000000US500039706002021,7,5,2
1000000US500039706002022,2,0,2
1000000US500039706002023,0,0,0
1000000US500039706002024,129,47,82
1000000US500039706002025,12,3,9
1000000US500039706002026,3,3,0
1000000US500039706002027,5,2,3
1000000US500039706002028,10,2,8
1000000US500039706002029,7,2,5
1000000US500039706002030,30,6,24
1000000US500039706002031,0,0,0
1000000US500039706002032,6,2,4
1000000US500039706002033,0,0,0
1000000US500039706002034,0,0,0
1000000US500039706002035,3,1,2
1000000US500039706002036,7,2,5
1000000US500039706002037,10,1,9
1000000US500039706002038,4,3,1
1000000US500039706002039,2,2,0
1000000US500039706002040,0,0,0
1000000US500039706002041,1,1,0
1000000US500039706002042,27,10,17
1000000US500039706002043,0,0,0
1000000US500039706002044,0,0,0
1000000US500039706002045,1,0,1
1000000US500039706002046,0,0,0
1000000US500039706002047,0,0,0
1000000US500039706002048,0,0,0
1000000US500039706002049,0,0,0
1000000US500039706002050,6,5,1
1000000US500039706002051,0,0,0
1000000US500039706002052,0,0,0
1000000US500039706002053,0,0,0
1000000US500039706002054,0,0,0
1000000US500039706002055,3,2,1
1000000US500039706002056,15,7,8
1000000US500039706002057,32,14,18
1000000US500039706002058,0,0,0
1000000US500039706002059,1,0,1
1000000US500039706002060,1,1,0
1000000US500039706002061,4,4,0
1000000US500039706002062,0,0,0
1000000US500039706002063,1,1,0
1000000US500039706002064,0,0,0
1000000US500039706002065,2,0,2
1000000US500039706002066,0,0,0
1000000US500039706002067,32,19,13
1000000US500039706002068,0,0,0
1000000US500039706002069,0,0,0
1000000US500039706002070,1,1,0
1000000US500039706002071,1,1,0
1000000US500039706002072,0,0,0
1000000US500039706002073,0,0,0
1000000US500039706002074,0,0,0
1000000US500039706002075,0,0,0
1000000US500039706002076,0,0,0
1000000US500039706002077,0,0,0
1000000US500039706002078,0,0,0
1000000US500039706002079,0,0,0
1000000US500039706002080,0,0,0
1000000US500039706002081,0,0,0
1000000US500039706002082,0,0,0
1000000US500039706002083,0,0,0
1000000US500039706002084,0,0,0
1000000US500039706002085,3,3,0
1000000US500039706002086,0,0,0
1000000US500039706002087,0,0,0
1000000US500039706002088,0,0,0
1000000US500039706002089,21,19,2
1000000US500039706002090,0,0,0
1000000US500039706002091,2,2,0
1000000US500039706002092,1,1,0
1000000US500039706002093,0,0,0
1000000US500039706002094,0,0,0
1000000US500039706002095,3,3,0
1000000US500039706002096,0,0,0
1000000US500039706002097,0,0,0
1000000US500039706002098,1,1,0
1000000US500039706002099,4,3,1
1000000US500039706002100,0,0,0
1000000US500039706002101,0,0,0
1000000US500039706002102,3,3,0
1000000US500039706002103,0,0,0
1000000US500039706002104,0,0,0
1000000US500039706002105,0,0,0
1000000US500039706002106,7,1,6
1000000US500039706002107,0,0,0
1000000US500039706003000,60,48,12
1000000US500039706003001,0,0,0
1000000US500039706003002,0,0,0
1000000US500039706003003,0,0,0
1000000US500039706003004,0,0,0
1000000US500039706003005,0,0,0
1000000US500039706003006,12,4,8
1000000US500039706003007,0,0,0
1000000US500039706003008,4,4,0
1000000US500039706003009,2,1,1
1000000US500039706003010,2,2,0
1000000US500039706003011,0,0,0
1000000US500039706003012,0,0,0
1000000US500039706003013,13,12,1
1000000US500039706003014,0,0,0
1000000US500039706003015,0,0,0
1000000US500039706003016,2,2,0
1000000US500039706003017,28,26,2
1000000US500039706003018,0,0,0
1000000US500039706003019,18,9,9
1000000US500039706003020,0,0,0
1000000US500039706003021,10,7,3
1000000US500039706003022,26,21,5
1000000US500039706003023,0,0,0
1000000US500039706003024,5,4,1
1000000US500039706003025,3,3,0
1000000US500039706003026,0,0,0
1000000US500039706003027,2,2,0
1000000US500039706003028,0,0,0
1000000US500039706003029,3,3,0
1000000US500039706003030,15,15,0
1000000US500039706003031,1,1,0
1000000US500039706003032,28,25,3
1000000US500039706003033,1,1,0
1000000US500039706003034,0,0,0
1000000US500039706003035,1,1,0
1000000US500039706003036,4,4,0
1000000US500039706003037,5,5,0
1000000US500039706003038,82,67,15
1000000US500039706003039,2,2,0
1000000US500039706003040,1,1,0
1000000US500039706003041,7,0,7
1000000US500039706003042,3,0,3
1000000US500039706003043,0,0,0
1000000US500039706003044,0,0,0
1000000US500039706003045,1,0,1
1000000US500039706003046,0,0,0
1000000US500039706003047,0,0,0
1000000US500039706003048,24,24,0
1000000US500039706003049,12,12,0
1000000US500039706003050,3,3,0
1000000US500039706003051,15,14,1
1000000US500039706003052,6,4,2
1000000US500039706003053,9,7,2
1000000US500039706004000,27,19,8
1000000US500039706004001,0,0,0
1000000US500039706004002,7,3,4
1000000US500039706004003,0,0,0
1000000US500039706004004,1,1,0
1000000US500039706004005,1,1,0
1000000US500039706004006,0,0,0
1000000US500039706004007,18,13,5
1000000US500039706004008,0,0,0
1000000US500039706004009,0,0,0
1000000US500039706004010,0,0,0
1000000US500039706004011,1,0,1
1000000US500039706004012,0,0,0
1000000US500039706004013,12,10,2
1000000US500039706004014,19,14,5
1000000US500039706004015,20,12,8
1000000US500039706004016,0,0,0
1000000US500039706004017,0,0,0
1000000US500039706004018,43,24,19
1000000US500039706004019,7,3,4
1000000US500039706004020,11,6,5
1000000US500039706004021,4,3,1
1000000US500039706004022,0,0,0
1000000US500039706004023,0,0,0
1000000US500039706004024,0,0,0
1000000US500039706004025,8,4,4
1000000US500039706004026,19,12,7
1000000US500039706004027,6,2,4
1000000US500039706004028,0,0,0
1000000US500039706004029,4,2,2
1000000US500039706004030,8,4,4
1000000US500039706004031,1,0,1
1000000US500039706004032,10,6,4
1000000US500039706004033,0,0,0
1000000US500039706004034,0,0,0
1000000US500039706004035,17,10,7
1000000US500039706004036,0,0,0
1000000US500039706004037,2,1,1
1000000US500039706004038,3,3,0
1000000US500039706004039,12,12,0
1000000US500039706004040,3,0,3
1000000US500039706004041,0,0,0
1000000US500039706004042,3,2,1
1000000US500039706004043,12,10,2
1000000US500039706004044,42,34,8
1000000US500039706004045,9,7,2
1000000US500039706004046,0,0,0
1000000US500039706004047,1,1,0
1000000US500039706004048,8,6,2
1000000US500039706004049,18,13,5
1000000US500039706004050,9,7,2
1000000US500039706004051,8,5,3
1000000US500039706004052,1,1,0
1000000US500039706004053,0,0,0
1000000US500039706004054,1,1,0
1000000US500039706004055,8,7,1
1000000US500039706004056,8,7,1
1000000US500039706004057,0,0,0
1000000US500039706004058,0,0,0
1000000US500039706004059,0,0,0
1000000US500039706004060,11,11,0
1000000US500039706004061,2,1,1
1000000US500039706004062,0,0,0
1000000US500039706004063,0,0,0
1000000US500039706004064,0,0,0
1000000US500039706004065,0,0,0
1000000US500039706004066,0,0,0
1000000US500039706004067,0,0,0
1000000US500039706004068,0,0,0
1000000US500039706004069,0,0,0
1000000US500039706004070,0,0,0
1000000US500039706004071,0,0,0
1000000US500039706004072,0,0,0
1000000US500039706004073,0,0,0
1000000US500039706004074,22,18,4
1000000US500039706004075,0,0,0
1000000US500039706004076,4,2,2
1000000US500039706004077,0,0,0
1000000US500039706004078,11,8,3
1000000US500039706004079,0,0,0
1000000US500039706004080,4,4,0
1000000US500039706004081,1,0,1
1000000US500039706004082,0,0,0
1000000US500039706004083,0,0,0
1000000US500039706004084,1,0,1
1000000US500039706004085,1,0,1
1000000US500039706004086,7,4,3
1000000US500039706004087,6,5,1
1000000US500039706004088,4,0,4
1000000US500039706004089,0,0,0
1000000US500039706004090,12,10,2
1000000US500039706004091,0,0,0
1000000US500039706004092,3,1,2
1000000US500039706004093,5,1,4
1000000US500039706004094,4,1,3
1000000US500039706004095,0,0,0
1000000US500039706004096,6,4,2
1000000US500039707001000,0,0,0
1000000US500039707001001,4,4,0
1000000US500039707001002,0,0,0
1000000US500039707001003,0,0,0
1000000US500039707001004,1,1,0
1000000US500039707001005,3,3,0
1000000US500039707001006,0,0,0
1000000US500039707001007,0,0,0
1000000US500039707001008,0,0,0
1000000US500039707001009,16,13,3
1000000US500039707001010,0,0,0
1000000US500039707001011,0,0,0
1000000US500039707001012,10,10,0
1000000US500039707001013,6,3,3
1000000US500039707001014,33,24,9
1000000US500039707001015,1,1,0
1000000US500039707001016,0,0,0
1000000US500039707001017,35,15,20
1000000US500039707001018,0,0,0
1000000US500039707001019,2,0,2
1000000US500039707001020,0,0,0
1000000US500039707001021,4,4,0
1000000US500039707001022,3,2,1
1000000US500039707001023,9,7,2
1000000US500039707001024,0,0,0
1000000US500039707001025,0,0,0
1000000US500039707001026,26,19,7
1000000US500039707001027,0,0,0
1000000US500039707001028,0,0,0
1000000US500039707001029,15,14,1
1000000US500039707001030,0,0,0
1000000US500039707001031,0,0,0
1000000US500039707001032,17,15,2
1000000US500039707001033,0,0,0
1000000US500039707001034,4,4,0
1000000US500039707001035,19,18,1
1000000US500039707001036,20,15,5
1000000US500039707001037,9,8,1
1000000US500039707001038,2,2,0
1000000US500039707001039,60,53,7
1000000US500039707001040,11,11,0
1000000US500039707001041,17,16,1
1000000US500039707001042,56,50,6
1000000US500039707001043,0,0,0
1000000US500039707001044,4,4,0
1000000US500039707001045,27,25,2
1000000US500039707001046,1,1,0
1000000US500039707001047,35,29,6
1000000US500039707001048,0,0,0
1000000US500039707001049,0,0,0
1000000US500039707001050,27,24,3
1000000US500039707001051,0,0,0
1000000US500039707001052,6,4,2
1000000US500039707001053,10,6,4
1000000US500039707001054,4,4,0
1000000US500039707001055,8,5,3
1000000US500039707001056,0,0,0
1000000US500039707001057,65,59,6
1000000US500039707001058,8,7,1
1000000US500039707001059,5,4,1
1000000US500039707001060,10,9,1
1000000US500039707001061,0,0,0
1000000US500039707001062,6,5,1
1000000US500039707001063,6,5,1
1000000US500039707001064,0,0,0
1000000US500039707001065,0,0,0
1000000US500039707001066,0,0,0
1000000US500039707001067,0,0,0
1000000US500039707002000,179,131,48
1000000US500039707002001,3,2,1
1000000US500039707002002,1,0,1
1000000US500039707002003,0,0,0
1000000US500039707002004,11,8,3
1000000US500039707002005,0,0,0
1000000US500039707002006,6,3,3
1000000US500039707002007,0,0,0
1000000US500039707002008,1,1,0
1000000US500039707002009,8,4,4
1000000US500039707002010,41,30,11
1000000US500039707002011,1,1,0
1000000US500039707002012,4,3,1
1000000US500039707002013,9,6,3
1000000US500039707002014,1,1,0
1000000US500039707002015,4,2,2
1000000US500039707002016,0,0,0
1000000US500039707002017,0,0,0
1000000US500039707002018,1,1,0
1000000US500039707002019,0,0,0
1000000US500039707002020,10,5,5
1000000US500039707002021,0,0,0
1000000US500039707002022,3,1,2
1000000US500039707002023,0,0,0
1000000US500039707002024,0,0,0
1000000US500039707002025,8,5,3
1000000US500039707002026,0,0,0
1000000US500039707002027,0,0,0
1000000US500039707002028,0,0,0
1000000US500039707002029,6,3,3
1000000US500039707002030,142,92,50
1000000US500039707002031,1,1,0
1000000US500039707002032,63,52,11
1000000US500039707002033,10,10,0
1000000US500039707002034,0,0,0
1000000US500039707002035,8,7,1
1000000US500039707002036,0,0,0
1000000US500039707002037,38,33,5
1000000US500039707002038,4,2,2
1000000US500039707002039,1,1,0
1000000US500039707002040,12,9,3
1000000US500039707002041,2,1,1
1000000US500039707002042,0,0,0
1000000US500039707002043,6,6,0
1000000US500039707002044,2,2,0
1000000US500039707002045,18,16,2
1000000US500039707002046,9,9,0
1000000US500039707002047,0,0,0
1000000US500039707002048,5,4,1
1000000US500039707002049,5,4,1
1000000US500039707002050,30,24,6
1000000US500039707002051,5,0,5
1000000US500039707002052,1,1,0
1000000US500039707002053,0,0,0
1000000US500039707002054,0,0,0
1000000US500039707002055,0,0,0
1000000US500039707002056,2,0,2
1000000US500039707002057,2,2,0
1000000US500039707002058,14,11,3
1000000US500039707002059,0,0,0
1000000US500039707002060,0,0,0
1000000US500039707002061,0,0,0
1000000US500039707002062,3,2,1
1000000US500039707002063,0,0,0
1000000US500039708001000,11,7,4
1000000US500039708001001,0,0,0
1000000US500039708001002,10,7,3
1000000US500039708001003,0,0,0
1000000US500039708001004,1,1,0
1000000US500039708001005,2,2,0
1000000US500039708001006,12,10,2
1000000US500039708001007,12,10,2
1000000US500039708001008,9,5,4
1000000US500039708001009,0,0,0
1000000US500039708001010,8,8,0
1000000US500039708001011,26,22,4
1000000US500039708001012,3,3,0
1000000US500039708001013,4,3,1
1000000US500039708001014,2,1,1
1000000US500039708001015,13,8,5
1000000US500039708001016,8,6,2
1000000US500039708001017,15,14,1
1000000US500039708001018,2,2,0
1000000US500039708001019,14,12,2
1000000US500039708001020,0,0,0
1000000US500039708001021,67,62,5
1000000US500039708001022,9,8,1
1000000US500039708001023,9,7,2
1000000US500039708001024,16,14,2
1000000US500039708001025,4,2,2
1000000US500039708001026,0,0,0
1000000US500039708001027,58,56,2
1000000US500039708001028,1,1,0
1000000US500039708001029,0,0,0
1000000US500039708001030,2,2,0
1000000US500039708001031,0,0,0
1000000US500039708001032,16,14,2
1000000US500039708001033,0,0,0
1000000US500039708001034,4,3,1
1000000US500039708001035,23,20,3
1000000US500039708001036,0,0,0
1000000US500039708001037,0,0,0
1000000US500039708001038,59,57,2
1000000US500039708001039,0,0,0
1000000US500039708001040,0,0,0
1000000US500039708001041,0,0,0
1000000US500039708001042,0,0,0
1000000US500039708001043,0,0,0
1000000US500039708001044,0,0,0
1000000US500039708001045,1,1,0
1000000US500039708001046,1,1,0
1000000US500039708001047,5,5,0
1000000US500039708001048,6,6,0
1000000US500039708001049,0,0,0
1000000US500039708001050,2,0,2
1000000US500039708001051,84,72,12
1000000US500039708001052,7,5,2
1000000US500039708001053,10,10,0
1000000US500039708001054,3,3,0
1000000US500039708001055,17,16,1
1000000US500039708001056,14,13,1
1000000US500039708001057,1,1,0
1000000US500039708001058,7,5,2
1000000US500039708001059,18,17,1
1000000US500039708001060,24,24,0
1000000US500039708001061,0,0,0
1000000US500039708001062,0,0,0
1000000US500039708001063,11,10,1
1000000US500039708001064,2,2,0
1000000US500039708001065,2,2,0
1000000US500039708001066,0,0,0
1000000US500039708001067,0,0,0
1000000US500039708002000,175,151,24
1000000US500039708002001,0,0,0
1000000US500039708002002,3,3,0
1000000US500039708002003,0,0,0
1000000US500039708002004,1,1,0
1000000US500039708002005,0,0,0
1000000US500039708002006,37,29,8
1000000US500039708002007,0,0,0
1000000US500039708002008,0,0,0
1000000US500039708002009,8,6,2
1000000US500039708002010,4,4,0
1000000US500039708002011,0,0,0
1000000US500039708002012,9,7,2
1000000US500039708002013,2,2,0
1000000US500039708002014,1,1,0
1000000US500039708002015,12,12,0
1000000US500039708002016,0,0,0
1000000US500039708002017,35,29,6
1000000US500039708002018,1,1,0
1000000US500039708002019,0,0,0
1000000US500039708002020,0,0,0
1000000US500039708002021,23,20,3
1000000US500039708002022,11,10,1
1000000US500039708002023,5,3,2
1000000US500039708002024,20,20,0
1000000US500039708002025,2,2,0
1000000US500039708002026,4,3,1
1000000US500039708002027,48,43,5
1000000US500039708002028,7,7,0
1000000US500039708002029,5,5,0
1000000US500039708002030,1,1,0
1000000US500039708002031,3,3,0
1000000US500039708002032,0,0,0
1000000US500039708003000,1,1,0
1000000US500039708003001,35,33,2
1000000US500039708003002,0,0,0
1000000US500039708003003,10,9,1
1000000US500039708003004,26,25,1
1000000US500039708003005,11,10,1
1000000US500039708003006,63,60,3
1000000US500039708003007,1,1,0
1000000US500039708003008,2,2,0
1000000US500039708003009,2,2,0
1000000US500039708003010,14,13,1
1000000US500039708003011,1,1,0
1000000US500039708003012,11,8,3
1000000US500039708003013,0,0,0
1000000US500039708003014,0,0,0
1000000US500039708003015,16,14,2
1000000US500039708003016,0,0,0
1000000US500039708003017,0,0,0
1000000US500039708003018,0,0,0
1000000US500039708003019,0,0,0
1000000US500039708003020,0,0,0
1000000US500039708003021,0,0,0
1000000US500039708003022,2,2,0
1000000US500039708003023,1,1,0
1000000US500039708003024,16,14,2
1000000US500039708003025,26,25,1
1000000US500039708003026,4,4,0
1000000US500039708003027,41,37,4
1000000US500039708003028,12,11,1
1000000US500039708003029,0,0,0
1000000US500039708003030,13,12,1
1000000US500039708003031,1,1,0
1000000US500039708003032,55,51,4
1000000US500039708003033,29,27,2
1000000US500039708003034,16,15,1
1000000US500039708003035,11,11,0
1000000US500039708003036,0,0,0
1000000US500039708003037,9,9,0
1000000US500039708003038,0,0,0
1000000US500039708003039,85,82,3
1000000US500039708003040,8,8,0
1000000US500039708003041,0,0,0
1000000US500039708003042,1,1,0
1000000US500039708003043,4,4,0
1000000US500039708003044,53,48,5
1000000US500039708003045,8,7,1
1000000US500039708003046,23,23,0
1000000US500039708003047,0,0,0
1000000US500039708003048,5,5,0
1000000US500039708003049,2,2,0
1000000US500039708003050,0,0,0
1000000US500039708003051,1,1,0
1000000US500039708003052,5,5,0
1000000US500039708003053,0,0,0
1000000US500039709001000,129,121,8
1000000US500039709001001,21,21,0
1000000US500039709001002,0,0,0
1000000US500039709001003,83,79,4
1000000US500039709001004,1,1,0
1000000US500039709001005,2,2,0
1000000US500039709001006,0,0,0
1000000US500039709001007,14,14,0
1000000US500039709001008,0,0,0
1000000US500039709001009,27,26,1
