block_id,assignment
500070006001014,1
500070003001002,6
500070010002003,5
500070004002006,3
500070002004000,4
500070002004020,6
500070003001015,2
500070003001021,2
500070010001000,3
500070004001003,2
500070004001008,2
500070004001009,2
500070003001014,2
500070002004001,4
500070010001016,3
500070003001020,2
500070005002007,2
500070002004002,4
500070005003003,7
500070003001028,3
500070005002008,2
500070003001024,2
500070004001001,2
500070005003005,7
500070005001004,2
500070003001019,2
500070006001012,1
500070005001007,2
500070004001005,2
500070005002006,2
500070006001009,1
500070005003002,7
500070005003004,7
500070006001010,1
500070002004026,4
500070005003008,7
500070005003001,7
500070003001023,2
500070006001013,1
500070005001000,2
500070005001005,2
500070006001011,1
500070005001003,2
500070005001001,2
500070006001016,1
500070003001033,3
500070010001014,3
500070004001002,2
500070005001006,2
500070005002001,2
500070039002001,1
500070005002005,2
500070003001025,2
500070006002010,7
500070005002003,2
500070003001011,2
500070003001022,2
500070005002000,2
500070005002004,2
500070005003000,7
500070005003006,7
500070006002009,1
500070006002001,1
500070003001012,2
500070003001018,2
500070010001018,3
500070004001006,2
500070004001000,2
500070006002004,1
500070039002002,7
500070006002005,1
500070006002003,1
500070005001002,2
500070003001017,2
500070010001028,3
500070010001020,3
500070001001006,6
500070010001024,3
500070010002000,5
500070002003008,4
500070003001004,6
500070010001029,3
500070010001021,3
500070001001001,6
500070010001023,3
500070001001002,6
500070010002004,5
500070009003001,8
500070039002012,8
500070010001010,3
500070011001020,5
500070039003003,1
500070010001030,3
500070011002003,5
500070001001008,6
500070006001006,1
500070002003000,4
500070009003000,8
500070005003010,7
500070010001022,3
500070002001002,4
500070009003002,8
500070009002001,8
500070009002000,8
500070009003003,8
500070002001000,6
500070009002002,8
500070009002005,8
500070005003009,7
500070039001009,8
500070039001008,8
500070039001003,8
500070009002003,8
500070039002000,1
500070009003005,8
500070009001000,8
500070005003007,7
500070006002000,1
500070009001002,8
500070008001001,5
500070006002002,1
500070006002006,1
500070008001005,5
500070039001004,8
500070006001017,1
500070009001005,8
500070039002014,8
500070039001000,8
500070039001007,8
500070009001003,8
500070009001004,8
500070008001002,5
500070009002004,8
500070039002004,8
500070008001003,5
500070008001009,5
500070009001006,8
500070009001007,8
500070006001008,1
500070008001010,5
500070008001012,5
500070008002005,8
500070008001004,5
500070008001008,5
500070010002005,5
500070008001007,5
500070008001014,5
500070008001011,5
500070011001000,5
500070011001012,5
500070002001008,4
500070008002008,8
500070011001018,5
500070011001019,5
500070011001029,5
500070011001028,5
500070011001009,5
500070011001010,5
500070039001010,8
500070008002002,8
500070008002004,8
500070002001010,4
500070008002003,8
500070008002007,8
500070039003004,7
500070039003007,8
500070002001009,4
500070008002000,8
500070006001018,1
500070006001007,1
500070039003015,8
500070002003002,4
500070039003014,7
500070039003008,7
500070006001023,1
500070001002016,6
500070006001015,1
500070002002006,4
500070039003013,7
500070001002002,6
500070001002014,6
500070002001014,4
500070003001013,2
500070010002007,5
500070006001002,1
500070001001009,6
500070039002005,7
500070010001008,3
500070039002011,8
500070010001017,3
500070003002000,3
500070011002000,5
500070001001015,6
500070010001007,3
500070003002014,3
500070004003003,3
500070011001025,5
500070008002009,8
500070006001020,1
500070011002002,5
500070008001015,5
500070001002010,6
500070003001009,2
500070010001004,3
500070008002001,8
500070010001005,3
500070011001024,5
500070002004023,6
500070011002008,5
500070003002018,3
500070010001003,3
500070001002022,6
500070006001003,1
500070002004027,4
500070002004029,4
500070001002026,6
500070001002023,6
500070002001004,4
500070001002024,6
500070002003015,4
500070001001029,6
500070010002006,5
500070001001004,6
500070010001006,3
500070011002006,5
500070002002001,4
500070039003005,7
500070001001016,6
500070039003006,7
500070001001007,6
500070003001027,3
500070039003002,1
500070002003003,4
500070003002012,3
500070011001005,5
500070011002007,5
500070011002001,5
500070002001005,6
500070003002015,3
500070011001015,5
500070002004018,4
500070001001030,6
500070001001028,6
500070006001004,1
500070001001022,6
500070006002008,1
500070039003001,1
500070001002025,6
500070011001021,5
500070039003000,1
500070011001022,5
500070039001001,8
500070010001009,3
500070009003004,8
500070006002007,1
500070011002005,5
500070002004019,4
500070002001011,4
500070002003016,4
500070002004012,4
500070001002005,6
500070008001006,5
500070002002003,4
500070002004008,4
500070002001013,6
500070002003001,4
500070001001025,6
500070002003004,4
500070001001005,6
500070002001007,4
500070001001026,6
500070002001006,4
500070002002007,4
500070001001031,6
500070001001033,6
500070001001019,6
500070002002002,4
500070002004005,4
500070001001027,6
500070002004003,4
500070001001034,6
500070001001013,6
500070002002005,4
500070002004004,4
500070002002008,4
500070001001012,6
500070002004015,4
500070001001010,6
500070002002004,4
500070002003007,4
500070001001032,6
500070001001018,6
500070001001014,6
500070001001020,6
500070002003006,4
500070001001023,6
500070001001017,6
500070001002008,6
500070002004011,4
500070003002016,3
500070002004006,4
500070002004009,4
500070001001021,6
500070001002007,6
500070001002013,6
500070002004007,4
500070001002019,6
500070002004010,4
500070001002015,6
500070001002018,6
500070002004024,4
500070001002021,6
500070003002002,3
500070002003018,4
500070001001024,6
500070001002009,6
500070002003017,4
500070001002012,6
500070001002006,6
500070001002017,6
500070001002003,6
500070002004016,4
